run,type,module,name,attrname,attrvalue,value,vectime,vecvalue,,,
General-308-20210519-16:42:14-32889,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-309-20210519-16:42:14-32894,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019969999764,0.019969999764,,,
General-309-20210519-16:42:14-32894,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-309-20210519-16:42:14-32894,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-309-20210519-16:42:14-32894,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-310-20210519-16:42:15-32899,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.01968000035,0.01968000035,,,
General-310-20210519-16:42:15-32899,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-310-20210519-16:42:15-32899,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-310-20210519-16:42:15-32899,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-311-20210519-16:42:15-32904,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020589999829,0.020589999829,,,
General-311-20210519-16:42:15-32904,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-311-20210519-16:42:15-32904,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-311-20210519-16:42:15-32904,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-312-20210519-16:42:16-32909,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.018460000141,0.018460000141,,,
General-312-20210519-16:42:16-32909,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-312-20210519-16:42:16-32909,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-312-20210519-16:42:16-32909,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-313-20210519-16:42:16-32914,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019410000157,0.019410000157,,,
General-313-20210519-16:42:16-32914,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-313-20210519-16:42:16-32914,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-313-20210519-16:42:16-32914,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-314-20210519-16:42:17-32919,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.021270000233,0.021270000233,,,
General-314-20210519-16:42:17-32919,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-314-20210519-16:42:17-32919,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-314-20210519-16:42:17-32919,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-315-20210519-16:42:18-32924,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020690000124,0.020690000124,,,
General-315-20210519-16:42:18-32924,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-315-20210519-16:42:18-32924,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-315-20210519-16:42:18-32924,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-316-20210519-16:42:18-32929,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.018269999858,0.018269999858,,,
General-316-20210519-16:42:18-32929,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-316-20210519-16:42:18-32929,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-316-20210519-16:42:18-32929,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-317-20210519-16:42:18-32934,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.01980999971,0.01980999971,,,
General-317-20210519-16:42:18-32934,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-317-20210519-16:42:18-32934,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-317-20210519-16:42:18-32934,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-318-20210519-16:42:19-32939,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.018349999885,0.018349999885,,,
General-318-20210519-16:42:19-32939,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-318-20210519-16:42:19-32939,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-318-20210519-16:42:19-32939,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-319-20210519-16:42:19-32944,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019559999901,0.019559999901,,,
General-319-20210519-16:42:19-32944,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-319-20210519-16:42:19-32944,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-319-20210519-16:42:19-32944,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-320-20210519-16:42:20-32949,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019190000228,0.019190000228,,,
General-320-20210519-16:42:20-32949,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-320-20210519-16:42:20-32949,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-320-20210519-16:42:20-32949,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-321-20210519-16:42:20-32954,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019939999885,0.019939999885,,,
General-321-20210519-16:42:20-32954,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-321-20210519-16:42:20-32954,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-321-20210519-16:42:20-32954,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-322-20210519-16:42:21-32961,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.01958000052,0.01958000052,,,
General-322-20210519-16:42:21-32961,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-322-20210519-16:42:21-32961,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-322-20210519-16:42:21-32961,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-323-20210519-16:42:21-32966,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.018290000476,0.018290000476,,,
General-323-20210519-16:42:21-32966,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-323-20210519-16:42:21-32966,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-323-20210519-16:42:21-32966,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-324-20210519-16:42:22-32971,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020149999971,0.020149999971,,,
General-324-20210519-16:42:22-32971,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-324-20210519-16:42:22-32971,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-324-20210519-16:42:22-32971,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-325-20210519-16:42:22-32976,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019749999952,0.019749999952,,,
General-325-20210519-16:42:22-32976,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-325-20210519-16:42:22-32976,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-325-20210519-16:42:22-32976,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-326-20210519-16:42:23-32981,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019560000367,0.019560000367,,,
General-326-20210519-16:42:23-32981,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-326-20210519-16:42:23-32981,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-326-20210519-16:42:23-32981,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-327-20210519-16:42:23-32984,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019930000274,0.019930000274,,,
General-327-20210519-16:42:23-32984,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-327-20210519-16:42:23-32984,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-327-20210519-16:42:23-32984,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-328-20210519-16:42:24-32991,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020409999972,0.020409999972,,,
General-328-20210519-16:42:24-32991,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-328-20210519-16:42:24-32991,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-328-20210519-16:42:24-32991,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-329-20210519-16:42:24-32996,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020939999816,0.020939999816,,,
General-329-20210519-16:42:24-32996,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-329-20210519-16:42:24-32996,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-329-20210519-16:42:24-32996,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-330-20210519-16:42:25-33001,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.02102999992,0.02102999992,,,
General-330-20210519-16:42:25-33001,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-330-20210519-16:42:25-33001,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-330-20210519-16:42:25-33001,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-331-20210519-16:42:25-33006,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020439999734,0.020439999734,,,
General-331-20210519-16:42:25-33006,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-331-20210519-16:42:25-33006,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-331-20210519-16:42:25-33006,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-332-20210519-16:42:26-33011,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019000000411,0.019000000411,,,
General-332-20210519-16:42:26-33011,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-332-20210519-16:42:26-33011,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-332-20210519-16:42:26-33011,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-333-20210519-16:42:26-33016,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020319999519,0.020319999519,,,
General-333-20210519-16:42:26-33016,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-333-20210519-16:42:26-33016,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-333-20210519-16:42:26-33016,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-334-20210519-16:42:27-33021,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020360000173,0.020360000173,,,
General-334-20210519-16:42:27-33021,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-334-20210519-16:42:27-33021,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-334-20210519-16:42:27-33021,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-335-20210519-16:42:27-33026,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020109999549,0.020109999549,,,
General-335-20210519-16:42:27-33026,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-335-20210519-16:42:27-33026,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-335-20210519-16:42:27-33026,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-336-20210519-16:42:28-33031,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019150000157,0.019150000157,,,
General-336-20210519-16:42:28-33031,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-336-20210519-16:42:28-33031,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-336-20210519-16:42:28-33031,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-337-20210519-16:42:28-33036,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019420000232,0.019420000232,,,
General-337-20210519-16:42:28-33036,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-337-20210519-16:42:28-33036,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-337-20210519-16:42:28-33036,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-338-20210519-16:42:29-33041,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020310000024,0.020310000024,,,
General-338-20210519-16:42:29-33041,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-338-20210519-16:42:29-33041,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-338-20210519-16:42:29-33041,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-339-20210519-16:42:29-33046,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020619999475,0.020619999475,,,
General-339-20210519-16:42:29-33046,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-339-20210519-16:42:29-33046,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-339-20210519-16:42:29-33046,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-340-20210519-16:42:30-33051,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020699999618,0.020699999618,,,
General-340-20210519-16:42:30-33051,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-340-20210519-16:42:30-33051,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-340-20210519-16:42:30-33051,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-341-20210519-16:42:30-33056,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019990000382,0.019990000382,,,
General-341-20210519-16:42:30-33056,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-341-20210519-16:42:30-33056,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-341-20210519-16:42:30-33056,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-342-20210519-16:42:31-33062,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.021059999799,0.021059999799,,,
General-342-20210519-16:42:31-33062,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-342-20210519-16:42:31-33062,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-342-20210519-16:42:31-33062,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-343-20210519-16:42:31-33067,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.021629999948,0.021629999948,,,
General-343-20210519-16:42:31-33067,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-343-20210519-16:42:31-33067,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-343-20210519-16:42:31-33067,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-344-20210519-16:42:32-33072,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019839999822,0.019839999822,,,
General-344-20210519-16:42:32-33072,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-344-20210519-16:42:32-33072,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-344-20210519-16:42:32-33072,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-345-20210519-16:42:32-33077,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.02102999957,0.02102999957,,,
General-345-20210519-16:42:32-33077,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-345-20210519-16:42:32-33077,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-345-20210519-16:42:32-33077,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-346-20210519-16:42:33-33082,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019180000036,0.019180000036,,,
General-346-20210519-16:42:33-33082,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-346-20210519-16:42:33-33082,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-346-20210519-16:42:33-33082,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-347-20210519-16:42:33-33087,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020720000119,0.020720000119,,,
General-347-20210519-16:42:33-33087,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-347-20210519-16:42:33-33087,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-347-20210519-16:42:33-33087,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-348-20210519-16:42:34-33092,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.018890000271,0.018890000271,,,
General-348-20210519-16:42:34-33092,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-348-20210519-16:42:34-33092,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-348-20210519-16:42:34-33092,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-349-20210519-16:42:34-33097,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020769999686,0.020769999686,,,
General-349-20210519-16:42:34-33097,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-349-20210519-16:42:34-33097,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-349-20210519-16:42:34-33097,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-350-20210519-16:42:35-33102,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.021530000467,0.021530000467,,,
General-350-20210519-16:42:35-33102,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-350-20210519-16:42:35-33102,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-350-20210519-16:42:35-33102,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-351-20210519-16:42:35-33107,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019399999848,0.019399999848,,,
General-351-20210519-16:42:35-33107,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-351-20210519-16:42:35-33107,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-351-20210519-16:42:35-33107,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-352-20210519-16:42:36-33112,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.01977000022,0.01977000022,,,
General-352-20210519-16:42:36-33112,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-352-20210519-16:42:36-33112,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-352-20210519-16:42:36-33112,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-353-20210519-16:42:36-33117,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.021149999785,0.021149999785,,,
General-353-20210519-16:42:36-33117,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-353-20210519-16:42:36-33117,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-353-20210519-16:42:36-33117,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-354-20210519-16:42:37-33122,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020169999657,0.020169999657,,,
General-354-20210519-16:42:37-33122,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-354-20210519-16:42:37-33122,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-354-20210519-16:42:37-33122,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-355-20210519-16:42:37-33128,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020709999579,0.020709999579,,,
General-355-20210519-16:42:37-33128,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-355-20210519-16:42:37-33128,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-355-20210519-16:42:37-33128,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-356-20210519-16:42:38-33133,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020880000174,0.020880000174,,,
General-356-20210519-16:42:38-33133,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-356-20210519-16:42:38-33133,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-356-20210519-16:42:38-33133,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-357-20210519-16:42:38-33138,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019510000336,0.019510000336,,,
General-357-20210519-16:42:38-33138,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-357-20210519-16:42:38-33138,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-357-20210519-16:42:38-33138,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-358-20210519-16:42:39-33143,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020960000085,0.020960000085,,,
General-358-20210519-16:42:39-33143,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-358-20210519-16:42:39-33143,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-358-20210519-16:42:39-33143,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-359-20210519-16:42:39-33148,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019939999885,0.019939999885,,,
General-359-20210519-16:42:39-33148,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-359-20210519-16:42:39-33148,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-359-20210519-16:42:39-33148,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-360-20210519-16:42:40-33153,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019759999795,0.019759999795,,,
General-360-20210519-16:42:40-33153,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-360-20210519-16:42:40-33153,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-360-20210519-16:42:40-33153,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-361-20210519-16:42:40-33158,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.021399999593,0.021399999593,,,
General-361-20210519-16:42:40-33158,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-361-20210519-16:42:40-33158,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-361-20210519-16:42:40-33158,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-362-20210519-16:42:40-33163,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020330000293,0.020330000293,,,
General-362-20210519-16:42:40-33163,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-362-20210519-16:42:40-33163,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-362-20210519-16:42:40-33163,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-363-20210519-16:42:41-33168,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020059999984,0.020059999984,,,
General-363-20210519-16:42:41-33168,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-363-20210519-16:42:41-33168,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-363-20210519-16:42:41-33168,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-364-20210519-16:42:41-33174,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020049999675,0.020049999675,,,
General-364-20210519-16:42:41-33174,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-364-20210519-16:42:41-33174,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-364-20210519-16:42:41-33174,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-365-20210519-16:42:42-33179,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020619999475,0.020619999475,,,
General-365-20210519-16:42:42-33179,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-365-20210519-16:42:42-33179,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-365-20210519-16:42:42-33179,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-366-20210519-16:42:42-33184,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020619999591,0.020619999591,,,
General-366-20210519-16:42:42-33184,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-366-20210519-16:42:42-33184,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-366-20210519-16:42:42-33184,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-367-20210519-16:42:43-33189,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020690000357,0.020690000357,,,
General-367-20210519-16:42:43-33189,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-367-20210519-16:42:43-33189,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-367-20210519-16:42:43-33189,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-368-20210519-16:42:43-33194,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.020239999841,0.020239999841,,,
General-368-20210519-16:42:43-33194,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-368-20210519-16:42:43-33194,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-368-20210519-16:42:43-33194,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-369-20210519-16:42:44-33199,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019380000161,0.019380000161,,,
General-369-20210519-16:42:44-33199,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-369-20210519-16:42:44-33199,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
General-369-20210519-16:42:44-33199,attr,EarthquakeDetector.M,latencyMain:vector,title,"latency, vector",,,,,,
General-370-20210519-16:42:44-33204,vector,EarthquakeDetector.M,latencyMain:vector,,,,0.019940000235,0.019940000235,,,
General-370-20210519-16:42:44-33204,attr,EarthquakeDetector.M,latencyMain:vector,interpolationmode,none,,,,,,
General-370-20210519-16:42:44-33204,attr,EarthquakeDetector.M,latencyMain:vector,source,latency,,,,,,
